Time (Hour),"Y(A1,A2)","SD(A1,A2)","Y(B1,B2)","SD(B1,B2)","Y(C1,C2)","SD(C1,C2)","Y(D1,D2)","SD(D1,D2)","Y(E1,E2)","SD(E1,E2)","Y(F1,F2)","SD(F1,F2)","Y(G1,G2)","SD(G1,G2)","Y(H1,H2)","SD(H1,H2)","Y(A3,A4)","SD(A3,A4)","Y(B3,B4)","SD(B3,B4)","Y(C3,C4)","SD(C3,C4)","Y(D3,D4)","SD(D3,D4)","Y(E3,E4)","SD(E3,E4)","Y(F3,F4)","SD(F3,F4)","Y(G3,G4)","SD(G3,G4)","Y(H3,H4)","SD(H3,H4)","Y(A5,A6)","SD(A5,A6)","Y(B5,B6)","SD(B5,B6)","Y(C5,C6)","SD(C5,C6)","Y(D5,D6)","SD(D5,D6)","Y(E5,E6)","SD(E5,E6)","Y(F5,F6)","SD(F5,F6)","Y(G5,G6)","SD(G5,G6)","Y(H5,H6)","SD(H5,H6)","Y(A7,A8)","SD(A7,A8)","Y(B7,B8)","SD(B7,B8)","Y(C7,C8)","SD(C7,C8)","Y(D7,D8)","SD(D7,D8)","Y(E7,E8)","SD(E7,E8)","Y(F7,F8)","SD(F7,F8)","Y(G7,G8)","SD(G7,G8)","Y(H7,H8)","SD(H7,H8)","Y(A9,A10)","SD(A9,A10)","Y(B9,B10)","SD(B9,B10)","Y(C9,C10)","SD(C9,C10)","Y(D9,D10)","SD(D9,D10)","Y(E9,E10)","SD(E9,E10)","Y(F9,F10)","SD(F9,F10)","Y(G9,G10)","SD(G9,G10)","Y(H9,H10)","SD(H9,H10)","Y(A11,A12)","SD(A11,A12)","Y(B11,B12)","SD(B11,B12)","Y(C11,C12)","SD(C11,C12)","Y(D11,D12)","SD(D11,D12)","Y(E11,E12)","SD(E11,E12)","Y(F11,F12)","SD(F11,F12)","Y(G11,G12)","SD(G11,G12)","Y(H11,H12)","SD(H11,H12)"
16.797222,0.55225,0.028072139,0.5974,0.020223254,0.5982,0.036910974,0.62455,0.016192745,1.2179,0.029839906,1.17445,0.000353553,1.19565,0.015768481,1.2785,0.244800368,0.59715,0.010818734,0.6155,0.056427121,0.6635,0.024748737,0.70235,0.012798633,1.23265,0.017041273,1.2721,0.003535534,1.2737,0.002262742,1.3001,0.023193102,0.65555,0.009970206,0.6235,0.004242641,0.65405,0.026940768,0.754,0.027011479,1.2922,0.018243355,1.2437,0.072549156,1.27425,0.076579664,1.3314,0.195585736,0.6162,0.020364675,0.6235,0.009758074,0.67665,0.048153972,0.7632,0.017960512,1.2635,0.043699199,1.24965,0.100621295,1.196,0.022203153,1.14845,0.046739758,0.64365,0.004313351,0.6474,0.025455844,0.6505,0.0562857,0.6958,0.037618081,1.2603,0.029415642,1.3225,0.013435029,1.1747,0.038325188,1.5777,0.07198347,0.6462,0.008626703,0.59135,0.009828784,0.62865,0.024112341,0.6661,0.077498903,1.20175,0.056073568,1.19315,0.072195602,1.1454,0.038749452,1.43565,0.057912045
17.047222,0.5614,0.03337544,0.60475,0.021425335,0.6041,0.035213918,0.6337,0.016829141,1.2141,0.023334524,1.16505,0.002757716,1.1891,0.023051681,1.27605,0.255760523,0.60715,0.012091526,0.6255,0.054164379,0.67055,0.019586858,0.714,0.016546299,1.22745,0.017324116,1.27415,0.015344217,1.26715,0.008980256,1.3099,0.017536248,0.66,0.012445079,0.6276,0.002687006,0.6638,0.018526198,0.76085,0.030900566,1.29095,0.022839549,1.2394,0.078064589,1.27445,0.072337024,1.32655,0.18250426,0.6287,0.013859293,0.6305,0.010606602,0.68475,0.046174073,0.7705,0.019374726,1.2602,0.045113413,1.25215,0.10118698,1.1893,0.024465895,1.14945,0.052538034,0.6481,0.004101219,0.65305,0.030759145,0.65625,0.059891944,0.70045,0.031890516,1.2543,0.017536248,1.3156,0.013435029,1.1718,0.038890873,1.57555,0.065124535,0.65565,0.005020458,0.5981,0.006646804,0.6388,0.024607316,0.67225,0.083085047,1.1916,0.052467323,1.19395,0.075589715,1.14505,0.03019346,1.4384,0.050770267
17.2975,0.5703,0.036769553,0.6132,0.022203153,0.61445,0.035284628,0.63845,0.01350574,1.2124,0.019940411,1.16555,0.002899138,1.1832,0.021778889,1.27475,0.262831591,0.61495,0.009828784,0.634,0.056427121,0.6767,0.018526198,0.7251,0.015697771,1.23365,0.018172644,1.268,0.005656854,1.2618,0.004525483,1.30745,0.02708219,0.6667,0.018243355,0.6368,0.004525483,0.673,0.020506097,0.7682,0.02814285,1.2961,0.02503158,1.23025,0.074882608,1.2746,0.071559206,1.32985,0.192120912,0.6312,0.018101934,0.63855,0.008838835,0.69385,0.049992449,0.7739,0.017394827,1.2484,0.03959798,1.2498,0.106066017,1.17865,0.028920667,1.1397,0.054305801,0.6559,0.008768124,0.66225,0.032173359,0.6625,0.055578593,0.7061,0.031112698,1.2606,0.017253405,1.3104,0.013152186,1.1675,0.03125412,1.5745,0.06675088,0.662,0.004666905,0.60165,0.003606245,0.6453,0.022768838,0.67865,0.087893373,1.19595,0.05112382,1.19125,0.073751237,1.1371,0.016122035,1.43365,0.05423509
17.5475,0.5764,0.034648232,0.62015,0.024678027,0.6242,0.0417193,0.64955,0.011101576,1.2083,0.012727922,1.16225,0.00629325,1.18295,0.033304729,1.26105,0.270609765,0.6242,0.010889444,0.6406,0.049214632,0.68245,0.011384419,0.73435,0.013788582,1.22915,0.01350574,1.2642,0.011596551,1.2578,0.006081118,1.308,0.026587215,0.6746,0.014142136,0.64515,0.004596194,0.6792,0.02602153,0.78,0.031536962,1.291,0.043557778,1.2371,0.086125606,1.26395,0.061306158,1.3303,0.182574971,0.63995,0.016758431,0.648,0.005374012,0.7028,0.05105311,0.7825,0.019516147,1.25495,0.033163308,1.253,0.110167237,1.1806,0.0271529,1.14025,0.046032651,0.65935,0.006717514,0.67135,0.032031937,0.67005,0.057770624,0.71605,0.026657926,1.2622,0.013859293,1.31105,0.027930718,1.159,0.030547013,1.56675,0.068235804,0.67195,0.003181981,0.60995,0.00516188,0.65,0.024324473,0.68945,0.087751952,1.1958,0.04695189,1.1792,0.070286414,1.13935,0.009263099,1.43995,0.057770624
17.7975,0.5865,0.036345289,0.6249,0.028991378,0.62795,0.045608387,0.65725,0.014354268,1.20775,0.008131728,1.15415,0.004737615,1.1819,0.044123463,1.26505,0.275983777,0.63505,0.012232947,0.64955,0.050558135,0.69415,0.013647161,0.74475,0.010253048,1.22735,0.002474874,1.2596,0.01357645,1.25465,0.010535891,1.309,0.024748737,0.6851,0.010748023,0.6513,0.004384062,0.6917,0.021778889,0.78685,0.030900566,1.29145,0.033587572,1.23195,0.08237794,1.26815,0.060740473,1.33135,0.175998878,0.649,0.024183052,0.65655,7.07107E-05,0.70945,0.048295393,0.79295,0.019586858,1.2532,0.03549676,1.2465,0.101399112,1.1753,0.024041631,1.14035,0.043345646,0.66495,0.004737615,0.6815,0.026870058,0.67665,0.057770624,0.7267,0.030971277,1.25315,0.024112341,1.30915,0.026375083,1.16545,0.031183409,1.56615,0.061306158,0.68075,7.07107E-05,0.61885,0.000353553,0.6566,0.027718586,0.7016,0.085135656,1.1889,0.047376154,1.18445,0.067245855,1.13135,7.07107E-05,1.436,0.060811183
18.047778,0.5988,0.035355339,0.6356,0.024748737,0.63545,0.037688791,0.66785,0.012091526,1.20465,0.016758431,1.1601,0.010889444,1.17505,0.041082904,1.2696,0.276761594,0.64345,0.015344217,0.65685,0.053810826,0.70265,0.022415285,0.7501,0.012869343,1.2232,0.004384062,1.2543,0.008909545,1.25835,0.009263099,1.30245,0.023829499,0.69435,0.014071425,0.6629,0.004808326,0.70115,0.020152543,0.79975,0.032597623,1.2907,0.039880822,1.22925,0.073751237,1.2625,0.051194531,1.329,0.166735779,0.65565,0.016899852,0.66235,0.001767767,0.716,0.046244783,0.80465,0.0218496,1.25285,0.029910617,1.24435,0.113773481,1.1743,0.029274221,1.1419,0.05105311,0.67145,0.004030509,0.6937,0.024607316,0.6823,0.053457273,0.73735,0.034860364,1.2539,0.028567114,1.30045,0.021425335,1.15935,0.026799347,1.56775,0.061871843,0.685,0.000424264,0.6257,0.001555635,0.66265,0.027365032,0.71165,0.084782103,1.18955,0.04589123,1.1778,0.059538391,1.13205,0.004313351,1.44615,0.065973063
18.298056,0.60705,0.035850314,0.64415,0.021425335,0.6432,0.039880822,0.6792,0.010040916,1.20455,0.011667262,1.1663,0.017960512,1.1719,0.040305087,1.2646,0.276054487,0.65405,0.012798633,0.6663,0.052891587,0.7124,0.027011479,0.7622,0.0145664,1.22905,0.009687363,1.2535,0.008768124,1.26045,0.011101576,1.2919,0.026304372,0.7052,0.015132085,0.67415,0.006151829,0.70995,0.017606959,0.8119,0.034931075,1.2871,0.030405592,1.23005,0.075024029,1.26035,0.042072853,1.3257,0.173241161,0.66495,0.019021172,0.66675,0.003889087,0.7284,0.044689149,0.8146,0.016970563,1.26095,0.024678027,1.2447,0.114975563,1.1663,0.020364675,1.14665,0.061589001,0.6825,0.004525483,0.6995,0.023758788,0.69105,0.053103719,0.746,0.037052395,1.25445,0.020435386,1.2945,0.016546299,1.15745,0.044759859,1.57025,0.075306872,0.6965,0.001414214,0.6324,0.003535534,0.67115,0.02609224,0.7209,0.087115555,1.1811,0.048366104,1.18065,0.069225754,1.1316,0.007071068,1.45025,0.064841692
18.548333,0.61135,0.034860364,0.6558,0.020788939,0.6489,0.039880822,0.69185,0.015909903,1.2069,0.009475231,1.1542,0.015839192,1.1784,0.030405592,1.26925,0.275135249,0.65755,0.011950105,0.67075,0.053386562,0.7208,0.020647518,0.77445,0.015344217,1.2296,0.012586501,1.25935,0.001343503,1.2591,0.019091883,1.28925,0.019304015,0.7155,0.012162237,0.68895,0.002899138,0.71975,0.024960869,0.82295,0.035991735,1.28595,0.019445436,1.2347,0.078913117,1.2604,0.035072496,1.3269,0.171261262,0.6739,0.017536248,0.67275,0.004313351,0.73845,0.0490025,0.829,0.013010765,1.25945,0.026799347,1.2454,0.111722871,1.1709,0.016829141,1.1449,0.062932504,0.689,0.001697056,0.7107,0.022485996,0.69745,0.05635641,0.75805,0.03231478,1.2585,0.019233304,1.29805,0.009970206,1.1549,0.043557778,1.5685,0.072266313,0.7045,0.002969848,0.6413,0.006788225,0.68215,0.027506454,0.72735,0.090580379,1.1792,0.054305801,1.1761,0.074104791,1.1286,0.002404163,1.4557,0.073256263
18.798056,0.62275,0.036133157,0.6672,0.021213203,0.65685,0.038113056,0.7036,0.012162237,1.19865,0.011101576,1.15545,0.00106066,1.1789,0.029557063,1.25955,0.270185501,0.66825,0.011950105,0.68125,0.053386562,0.7329,0.017253405,0.78315,0.020718229,1.2263,0.003394113,1.24855,0.005586144,1.26725,0.017465537,1.28995,0.022273864,0.72535,0.011384419,0.69475,0.001484924,0.73085,0.028779246,0.83365,0.04277996,1.2854,0.026728636,1.23385,0.074316923,1.26155,0.036133157,1.32595,0.180524361,0.68105,0.013647161,0.6818,0.00523259,0.7447,0.05105311,0.8414,0.013010765,1.25395,0.029062089,1.2435,0.106631703,1.1697,0.019233304,1.1497,0.060386919,0.6975,0.004525483,0.716,0.017960512,0.70635,0.050840978,0.76155,0.03019346,1.2582,0.015839192,1.29545,0.001202082,1.1545,0.043133514,1.5641,0.077357482,0.7141,0.00212132,0.6516,0.008485281,0.68755,0.031607673,0.73625,0.092984542,1.17415,0.03966869,1.17345,0.068094383,1.12225,0.017324116,1.44975,0.066114484
19.048333,0.63445,0.03853732,0.67875,0.025243712,0.66465,0.041648589,0.70965,0.010535891,1.2085,0.009899495,1.1561,0.00523259,1.1842,0.03026417,1.2739,0.277185858,0.68125,0.018596908,0.6922,0.052043059,0.7392,0.015556349,0.797,0.024748737,1.23415,0.002333452,1.24715,0.011667262,1.2679,0.025597265,1.28385,0.025526555,0.7323,0.011313708,0.71005,0.00516188,0.7425,0.028567114,0.84115,0.036274578,1.29045,0.033728993,1.2342,0.064346717,1.26805,0.036274578,1.3322,0.179180858,0.69145,0.015485639,0.6945,0.000565685,0.7559,0.047800418,0.8559,0.014283557,1.2628,0.039032294,1.2404,0.100409163,1.17,0.025455844,1.1494,0.057275649,0.7067,0.000565685,0.72425,0.01562706,0.7167,0.051477374,0.77115,0.032456201,1.2531,0.014424978,1.30285,0.005444722,1.15045,0.039527269,1.56795,0.071064232,0.723,0,0.65835,0.009545942,0.69685,0.034153258,0.74675,0.089166165,1.1732,0.033516861,1.17565,0.06569022,1.13165,0.016475588,1.4471,0.060811183
19.298611,0.64365,0.037405949,0.68765,0.026516504,0.6692,0.040163665,0.72235,0.008697413,1.2169,0.005798276,1.1564,0.006646804,1.1913,0.025173001,1.2773,0.268134891,0.6896,0.019233304,0.7004,0.052608745,0.7465,0.018384776,0.81,0.024890159,1.24045,0.00417193,1.2506,0.007636753,1.2737,0.036345289,1.296,0.012162237,0.74585,0.003889087,0.7164,0.007636753,0.75355,0.027930718,0.85,0.031678384,1.29075,0.027506454,1.23825,0.072195602,1.26965,0.044052752,1.33585,0.175998878,0.6992,0.019091883,0.70345,0.00629325,0.76355,0.049143921,0.86875,0.012940054,1.26815,0.033870415,1.24305,0.106843835,1.178,0.019940411,1.15685,0.056922096,0.7149,0.002969848,0.7345,0.019516147,0.72655,0.054093669,0.78265,0.025102291,1.25325,0.002616295,1.3107,0.012445079,1.15245,0.03542605,1.56855,0.073468395,0.7345,0.001272792,0.6659,0.00834386,0.70455,0.029486353,0.7594,0.08867119,1.17795,0.025385133,1.18275,0.068518647,1.1339,0.011596551,1.45325,0.057204939
19.548611,0.6531,0.035638182,0.69715,0.027506454,0.67745,0.045466966,0.7334,0.005798276,1.22235,0.006151829,1.1568,0.006505382,1.19655,0.033304729,1.2759,0.25752829,0.70035,0.019021172,0.7084,0.050770267,0.75875,0.021283914,0.82135,0.028496403,1.2394,0.016970563,1.25215,0.000494975,1.2688,0.034082547,1.29615,0.012798633,0.75515,0.007707464,0.7245,0.003818377,0.7651,0.02503158,0.85545,0.034577522,1.2916,0.015273506,1.2402,0.062649661,1.271,0.048083261,1.3391,0.177766645,0.7034,0.020081833,0.7126,0.000424264,0.77065,0.051972348,0.8794,0.019516147,1.2622,0.031678384,1.24515,0.111652161,1.17175,0.018314066,1.1604,0.057417071,0.72285,0.002899138,0.74245,0.024960869,0.7354,0.053740115,0.79155,0.02609224,1.2619,0.004384062,1.32015,0.019162594,1.15175,0.031890516,1.57195,0.075589715,0.7409,0.003252691,0.67965,0.006010408,0.71105,0.027365032,0.76925,0.091287485,1.18345,0.015485639,1.18965,0.072337024,1.13675,0.00940452,1.45595,0.066114484
19.798611,0.66445,0.031466252,0.70275,0.026799347,0.68565,0.045325545,0.7426,0.001272792,1.2325,0.013859293,1.1631,0.005656854,1.19785,0.018314066,1.28655,0.259720321,0.70825,0.017889802,0.71425,0.047729708,0.76635,0.018455487,0.82935,0.028779246,1.238,0.015556349,1.262,0.00523259,1.26825,0.023405234,1.30505,0.017889802,0.76465,0.011525841,0.734,0.006081118,0.774,0.018243355,0.86555,0.030052038,1.29925,0.008414571,1.2447,0.054305801,1.26635,0.04688118,1.342,0.181160757,0.7141,0.019233304,0.71865,0.002757716,0.78105,0.054376511,0.89015,0.014495689,1.2592,0.025314423,1.25155,0.117167594,1.1763,0.013435029,1.16075,0.060033366,0.7297,0.001838478,0.75085,0.028072139,0.7456,0.053598694,0.80605,0.030334881,1.27465,0.002474874,1.31895,0.025526555,1.1511,0.039315137,1.5815,0.085559921,0.7463,0.007778175,0.6898,0.005374012,0.7161,0.028991378,0.7817,0.089378297,1.19235,0.014495689,1.1949,0.083580022,1.14105,0.006858936,1.46595,0.060033366
20.048889,0.67285,0.037830213,0.71475,0.025809398,0.6943,0.044689149,0.75525,0.003464823,1.23165,0.013647161,1.15985,0.005303301,1.20695,0.017465537,1.28785,0.258447529,0.7167,0.021354625,0.71975,0.045749809,0.7732,0.012020815,0.8401,0.036910974,1.23775,0.019445436,1.2607,0.001131371,1.25735,0.018172644,1.3103,0.018243355,0.7716,0.013717872,0.745,0.001272792,0.7839,0.020506097,0.8767,0.02602153,1.29595,0.011525841,1.24045,0.057629203,1.26515,0.036840263,1.33505,0.184059895,0.7241,0.01880904,0.7286,0.004101219,0.7919,0.056002857,0.89385,0.010253048,1.2683,0.025455844,1.2548,0.097580736,1.1759,0.011313708,1.15795,0.058901995,0.74015,0.003889087,0.7605,0.027718586,0.7502,0.048507525,0.81275,0.028072139,1.28305,7.07107E-05,1.31275,0.021566757,1.1498,0.042567828,1.5746,0.071134942,0.75665,0.00205061,0.6979,0.002828427,0.72435,0.027365032,0.79,0.092206724,1.19205,0.022839549,1.19135,0.078135299,1.14095,0.012232947,1.46345,0.057912045
20.298889,0.67835,0.036557421,0.7207,0.024465895,0.7055,0.039032294,0.76295,0.002333452,1.2335,0.009192388,1.1679,0.005374012,1.21745,0.020011122,1.29345,0.255901944,0.7259,0.024748737,0.7274,0.03959798,0.78435,0.006576093,0.847,0.037476659,1.2491,0.0271529,1.26385,0.006858936,1.2683,0.020788939,1.3163,0.015273506,0.77685,0.013222897,0.75365,0.001909188,0.79585,0.022556706,0.8878,0.025455844,1.30565,0.004596194,1.2465,0.057841335,1.27465,0.037830213,1.3419,0.190635988,0.72985,0.019162594,0.7367,0.001979899,0.8009,0.057841335,0.9034,0.005656854,1.27555,0.026516504,1.2529,0.100692006,1.1863,0.019940411,1.1662,0.056144278,0.74465,0.006434672,0.77355,0.028072139,0.75635,0.047305444,0.8226,0.028849957,1.27645,0.00629325,1.3142,0.022485996,1.15835,0.034011836,1.58145,0.082095097,0.76535,0.003606245,0.7041,0.002545584,0.7339,0.033092597,0.79755,0.091853171,1.20195,0.004879037,1.19185,0.082802204,1.14095,0.005727565,1.47515,0.056780675
20.548889,0.69055,0.03853732,0.7281,0.028708535,0.7123,0.037900923,0.76855,0.00417193,1.2305,0.011313708,1.17435,0.000777817,1.22195,0.023829499,1.29645,0.258306107,0.73175,0.02609224,0.73545,0.037264527,0.7944,0.012869343,0.85575,0.037405949,1.25235,0.019021172,1.26715,0.000494975,1.2768,0.017394827,1.3149,0.016404877,0.78405,0.01463711,0.76135,0.00940452,0.807,0.022061732,0.8999,0.019516147,1.309,0.007212489,1.2421,0.062508239,1.27845,0.041931432,1.34255,0.186888322,0.73735,0.019445436,0.74615,0.002333452,0.81065,0.054659354,0.90765,0.011242998,1.27865,0.036840263,1.25905,0.099631345,1.18345,0.010535891,1.1675,0.066892302,0.753,0.006363961,0.78085,0.02397092,0.765,0.039315137,0.8324,0.028567114,1.28945,0.001909188,1.32435,0.028354982,1.1615,0.033234019,1.58495,0.076862507,0.77315,0.007141778,0.7121,0.000282843,0.7419,0.029557063,0.8066,0.096025101,1.21065,0.008273149,1.2028,0.073397684,1.1458,0.008061017,1.4753,0.056427121
20.798611,0.6985,0.038183766,0.73595,0.029062089,0.717,0.037335238,0.7719,0.011030866,1.2305,0.004525483,1.17875,0.003323402,1.2245,0.032668333,1.2801,0.258235396,0.737,0.026445794,0.7452,0.040163665,0.80275,0.01039447,0.86515,0.038113056,1.26375,0.004596194,1.27295,0.00940452,1.281,0.018950462,1.3197,0.010748023,0.79475,0.018031223,0.771,0.011879394,0.819,0.021778889,0.90945,0.020293965,1.3147,0.000282843,1.2423,0.053881537,1.29275,0.044618438,1.34415,0.177130249,0.74765,0.013647161,0.7561,0.002262742,0.82,0.054447222,0.91875,0.014354268,1.2849,0.017536248,1.2626,0.097863579,1.1914,0.005939697,1.1761,0.069013622,0.7551,0.002828427,0.79315,0.020576807,0.77625,0.039385848,0.8453,0.026162951,1.28865,0.007990307,1.33095,0.040375797,1.1587,0.040729351,1.5832,0.072831998,0.78045,0.010818734,0.7195,0.002687006,0.74735,0.023263813,0.8172,0.101399112,1.2151,0.015414928,1.20035,0.06470027,1.14865,7.07107E-05,1.47225,0.043345646
21.048889,0.7079,0.037900923,0.7426,0.028567114,0.72185,0.031466252,0.7762,0.008626703,1.2331,0.002969848,1.18435,0.003747666,1.23195,0.033728993,1.29415,0.251800725,0.74395,0.032173359,0.75435,0.039527269,0.81315,0.012657211,0.87375,0.035143207,1.26865,0.01774838,1.27435,0.004030509,1.27925,0.024536605,1.3277,0.003252691,0.804,0.015556349,0.7789,0.01145513,0.8333,0.026728636,0.9195,0.021496046,1.32105,0.008273149,1.24845,0.055507882,1.29435,0.049709607,1.3484,0.171968369,0.75635,0.014778532,0.7607,0.003394113,0.8296,0.057417071,0.9261,0.014000714,1.2955,0.023051681,1.26635,0.097227182,1.19985,0.007848885,1.18565,0.066397327,0.7684,0.002687006,0.7986,0.028991378,0.7843,0.033516861,0.85205,0.031607673,1.29795,0.017465537,1.34415,0.027789297,1.16115,0.053103719,1.58425,0.071488496,0.7862,0.016122035,0.72875,0.005586144,0.7581,0.022344574,0.82445,0.095530126,1.22245,0.009263099,1.2022,0.0688722,1.15415,0.011101576,1.4817,0.037476659
21.298889,0.7156,0.040870772,0.74605,0.028213561,0.72865,0.033870415,0.78485,0.010960155,1.23595,0.001909188,1.1927,0.001979899,1.23055,0.026375083,1.3,0.251588593,0.7566,0.032385491,0.7631,0.045961941,0.8169,0.012869343,0.88,0.041860721,1.2817,0.015273506,1.27635,0.006010408,1.281,0.014000714,1.3403,0.014142136,0.8122,0.01357645,0.7872,0.008768124,0.84515,0.028354982,0.93135,0.023546656,1.3213,0.006788225,1.24495,0.053245141,1.2964,0.047658997,1.3433,0.162493138,0.7617,0.014707821,0.76645,0.006717514,0.8374,0.054305801,0.9335,0.004949747,1.30275,0.018879751,1.2707,0.087115555,1.20345,0.019728279,1.19045,0.069932861,0.7718,0.001555635,0.8062,0.028567114,0.79165,0.036133157,0.8594,0.036628131,1.3166,0.009616652,1.34115,0.023405234,1.16845,0.03966869,1.5948,0.074387633,0.7952,0.010606602,0.7349,0.007212489,0.7662,0.026445794,0.82885,0.091146064,1.22925,0.009263099,1.19965,0.067387276,1.16175,0.004737615,1.48785,0.033587572
21.549167,0.7235,0.036769553,0.75145,0.027789297,0.73485,0.03754737,0.7943,0.008202439,1.23825,0.007141778,1.201,0.003676955,1.2342,0.02291026,1.2956,0.249043008,0.76415,0.032173359,0.7682,0.039315137,0.8213,0.011596551,0.88495,0.041365747,1.2818,0.006646804,1.28435,0.001343503,1.28165,0.01350574,1.34335,0.011525841,0.8173,0.012445079,0.79555,0.011242998,0.85115,0.037123106,0.9384,0.026728636,1.32605,7.07107E-05,1.25475,0.063286057,1.30165,0.042214275,1.3554,0.153583593,0.77095,0.013364318,0.7735,0.005939697,0.8471,0.062366818,0.9414,0.003818377,1.30375,0.026657926,1.2669,0.080468752,1.2028,0.023334524,1.19515,0.071205653,0.7831,0.000707107,0.80845,0.031466252,0.8041,0.040305087,0.8602,0.035355339,1.31705,0.00516188,1.35265,0.022132442,1.17135,0.030900566,1.6067,0.070003571,0.80145,0.01350574,0.74195,0.008555992,0.7722,0.027435743,0.8367,0.093903781,1.23095,0.005727565,1.2084,0.058972706,1.16465,0.00940452,1.49555,0.036840263
21.799167,0.72925,0.038820162,0.75765,0.028213561,0.74185,0.038961584,0.79695,0.009121677,1.23905,0.007000357,1.203,0.004666905,1.23805,0.03019346,1.2939,0.238719249,0.77305,0.032456201,0.772,0.033516861,0.82745,0.013364318,0.8919,0.038749452,1.2901,0.011030866,1.2849,0.001979899,1.29155,0.004313351,1.34635,0.027647875,0.81865,0.011525841,0.80025,0.013930004,0.85765,0.032880465,0.9429,0.024465895,1.32535,0.009687363,1.2668,0.064346717,1.30415,0.038961584,1.357,0.148633845,0.77595,0.011667262,0.77865,0.007990307,0.8561,0.061094026,0.9527,0.004949747,1.3038,0.036345289,1.27055,0.085630631,1.20295,0.019162594,1.1954,0.069155043,0.7871,0.000848528,0.8184,0.027011479,0.80795,0.038254477,0.86645,0.033446151,1.31465,0.006010408,1.36055,0.017324116,1.1761,0.024041631,1.60795,0.07191276,0.80185,0.008273149,0.748,0.010606602,0.7756,0.028849957,0.84425,0.094257334,1.22985,0.004313351,1.2183,0.060952605,1.16655,0.000212132,1.499,0.0417193
22.048889,0.7401,0.037476659,0.7655,0.031536962,0.74865,0.045466966,0.80455,0.005586144,1.24445,0.00417193,1.20075,0.000636396,1.24255,0.025950819,1.30075,0.231718892,0.7785,0.032244069,0.77475,0.033587572,0.83765,0.018031223,0.9036,0.033516861,1.28685,0.008273149,1.2939,0.006929646,1.2986,0.007919596,1.36575,0.033870415,0.82715,0.009121677,0.8055,0.011172287,0.8626,0.033234019,0.95295,0.023122392,1.32825,0.009545942,1.27785,0.056780675,1.311,0.044547727,1.3639,0.149623795,0.78855,0.013930004,0.78825,0.012232947,0.85935,0.0635689,0.9615,0.008202439,1.30625,0.033446151,1.27855,0.077852457,1.2093,0.026870058,1.1959,0.070710678,0.79415,0.000212132,0.82265,0.022839549,0.8143,0.037476659,0.87455,0.036840263,1.3281,0.010748023,1.36505,0.016475588,1.1767,0.029132799,1.612,0.068165094,0.80975,0.014354268,0.7537,0.015556349,0.7806,0.02814285,0.8464,0.093338095,1.23495,0.010111627,1.22515,0.076438243,1.16945,0.003323402,1.5082,0.041012193
22.299167,0.74615,0.033728993,0.7725,0.030547013,0.7564,0.046386205,0.80965,0.001626346,1.245,0.012727922,1.2066,0.000848528,1.25165,0.030900566,1.31085,0.235395847,0.7857,0.031819805,0.7866,0.037759502,0.8445,0.012869343,0.90955,0.035708892,1.3046,0.015132085,1.31,0.006929646,1.30315,0.004596194,1.37585,0.029769195,0.8367,0.015132085,0.80945,0.004313351,0.87255,0.033304729,0.96045,0.023829499,1.3492,0.001697056,1.28655,0.064841692,1.32135,0.049568185,1.37315,0.157048416,0.7959,0.011313708,0.79385,0.013930004,0.86565,0.070781389,0.96325,0.003040559,1.3224,0.040022244,1.28715,0.096378654,1.2221,0.015273506,1.2098,0.074104791,0.7998,0.001838478,0.8317,0.028991378,0.8191,0.037335238,0.88155,0.034011836,1.3302,0.008485281,1.3754,0.0145664,1.1948,0.028001429,1.6319,0.064770981,0.819,0.012869343,0.7615,0.015273506,0.79345,0.020718229,0.8575,0.095176573,1.2418,0.017111984,1.23955,0.073609816,1.18,0.007919596,1.51515,0.052538034
22.549444,0.752,0.038325188,0.7796,0.032951176,0.7593,0.045537677,0.81415,0.005444722,1.2546,0.01046518,1.21635,0.003606245,1.26765,0.029910617,1.31665,0.239072803,0.79435,0.042638539,0.7967,0.032809755,0.8473,0.008626703,0.9141,0.038042345,1.31125,0.012232947,1.31505,0.003889087,1.31365,0.002333452,1.3793,0.032526912,0.84485,0.022415285,0.8227,0.001838478,0.88175,0.039103005,0.96975,0.023405234,1.3576,0.007636753,1.2895,0.064488138,1.3401,0.049638896,1.38345,0.152098669,0.8032,0.017394827,0.8002,0.012445079,0.87535,0.07714535,0.9768,0.001131371,1.3466,0.038183766,1.30065,0.101328402,1.23335,0.007848885,1.21725,0.076013979,0.80905,0.009121677,0.8416,0.028708535,0.8242,0.032244069,0.89065,0.027223611,1.3367,0.006363961,1.3872,0.007919596,1.2082,0.028849957,1.64715,0.061589001,0.827,0.01767767,0.7643,0.013435029,0.79835,0.020293965,0.8665,0.10634886,1.2577,0.019374726,1.2482,0.070286414,1.18715,0.01562706,1.52,0.042002143
